text,id,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
"Грязно, оплаты картами в большинстве случаев естественно нет, ассортимент унылый, вонь в помещении жуткая от свежей рыбы (хотя вряд ли она свежая)",265379,True,False,False,True,True,False
"Постоянно ценники не соответствуют цене на кассе. Часто надо смотреть цену на приборе, т.к.нет ценника,а это не удобно.",1263,False,False,False,False,False,True
"На кассе возник вопрос по товару, который в прайсе есть, а в наличии нет. Обратился к управляющей за помощью, в ответ получил порцию хамства на ровном месте. Не рекомендую.",473889,False,True,False,False,False,False
"Я не сказал бы . Не очень то . На городского магазина не похоже . Как будто это магазин не в городе а в каком та трассе находится . Цены на некоторые продуктов дороже . Основные  продукты алкоголь сигареты . Типа как сигареты , алкоголь , енергетики  и сладости  лавки . ",235615,False,False,False,False,False,True
"Сеть супермаркетов Азбука вкуса отличается слишком высокими ценами, которые, в большинстве,  не обоснованы; ориентацией персонала на покупателя неразборчивого, но при деньгах. Есть много товаров, общедоступных, но  по спекулятивным ценам.",452930,False,False,False,False,False,False
"Цены соответствуют круглосуточному магазину,большая накрутка. Оснавной контингент покупателей это алкаши с рядом расположеных общяг.возле магазина днем и ночью пьянки постоянных покупателей.Хорошие отзывы здесь только они и пишут.",464492,False,False,False,False,False,True
"Обычный магазин. Во многом уступает другим магазинам г. Калязин. Особенно ассортиментом алкогольной продукции. Сегодня был, покупал продукцию Вереск. Потом пошёл в магазин на рынке и был очень удивлён тем что цена на ту же продукцию была намного дешевле. До 25 (!!!) от стоимости. Да уж жадность этого магазина зашкаливает. Потому там очень мало покупателей. Рекомендую прежде, чем тут покупать, сравнивать цены в других магазинах Калязина. ",68796,False,False,False,True,False,False
"Очень дорого ! Раньше хоть качество Шикарное, а сейчас не все можно покупать(А Жаль((( Раньше по другому \n работали.... Приятно было заходить как  к близким людям которыем Важно что бы ты ушла с улыбкой и покупкой. Что то изменилось",468778,False,True,False,False,False,False
"Нужно собрать коллективную жалобу на (даму охраника)  чтоб ее убрали из нашего магазина из за нее туда не хочется приходить скандальная, неуравновешенная женщина просто кошмар!!!!\n\n",148793,False,True,False,False,False,False
Это магазин или Обезьяник ??? 2.02.23 удосужилось посетить данное место при входе стояли 2 работника как понимаю грузчики или ещё кто-то и они начали бороться 🤣🤣🤣 это вообще нормально??? Почему данные зверьки не находятся на своём рабочем месте?? Или это в стиле магазина Магнит ??? Короче мрак . Нужно ещё проверить на сколько качественные продукты там продаются ,110763,False,True,False,False,False,False
"Админ просто дно, отпустил всех кассиров , стоит очередь ,она встаёт на кассу и заявляет , что не умеет толком на кассе работать , очередь растет , я развернулся и ушел. \n\n\n",235587,False,True,True,False,False,False
"Самый отвратительный магазин, что я видел и возможно более не увижу.\nЯ живу рядом с этим магазином и хожу туда каждый день. Но после сегодняшнего случая больше туда не ногой!\nПришел я утром в районе 9:30 в магазин по адресу Героя Яцкова 20 . Взял что мне было нужно, подошёл на кассу и дал кассиру 1000р. Она отсчитала мне сдачу, но потом решила, что отдаёт весь размен и забрала деньги обратно!!! Сказала вернуть товар, так как она не готова отдать мне эти деньги на сдачу! Чек был 300р\nЯ сказал что так нельзя и я более не приду, а я постоянный покупатель. На что получил ответ, что нам наплевать, можешь не приходить!\nИтог, сами понимаете и можете сделать вывод! Это не просто хамство, это предел!\nТаким не место в торговле, я бы им даже тряпку не дал!",253176,False,True,False,False,False,False
"Сегодня купил пельмени, сварил и был удивлён, что теста там величиной с буханку хлеба, а начинку не найти, когда остыли, все тесто превратилось в резиновую массу, фарш приготовлен из старого залежавшегося мяса, молоко разбавленое, либо пропущено через сепаратор. Я готов покупать за дорого! Но дайте качество! Принимаете пельмени пробуйте, молоко тоже.  С хлебом все наоборот хлеб очень вкусный! ",204853,True,False,False,False,False,False
"Очень скандальная и грубая продавщица Тимирëва Валентина Николаевна. Кричит на покупателей и кидается мусором. Кричит на прохожих с собаками, чтобы не гуляли рядом, хотя это жители дома в котором арендуют помещение. За собакой всегда убирают и все следят за чистотой территории.",167820,False,True,False,False,False,False
"Продукты досточно качественные, периодически покупаю сосиски молочные, пельмени элитные с говядиной. Все очень прилично. Но отдельно о персонале. Пришла за покупками, продавец моет полы, на руках перчатки.  Я жду окончания уборки. Она снимает перчатки, руки не моет и уже готова отпускать продукты. Я спрашиваю, может Вы помоете руки после уборки, все-таки будете отпускать продукты. Продавец ответила, что в магазине нет условий для мытья рук. На витрине стоял флакон с антисептиком (хотя скорее всего это что-то неизвестное с водой), у нее даже не возникло мысли, что можно обработать хотя бы этим. Возникает вопрос: обрабатывает ли она руки после посещения туалета????????",392353,True,True,False,False,False,False
"На половину товара отсутствуют ценники, а если он и есть, то находится не напротив товара, а сбоку. Берешь товар по одной цене, а на кассе выбивают другую.. На замороженную продукцию ценников куча, а прилавки пустые, очень сложно найти правильный.",77414,False,False,False,True,False,False
"Мне не понравился магазин , 👎👎👎вроде бы все есть, но не свежее, брала пельмени , стала варить , такая стояла вонь, даже собака не стала есть, и так много продуктов,больше туда не ходок🤮",317263,True,False,False,False,False,False
"Магазин не большой и спрятан во дворах, машину рядом поставить негде. Ассортимент не очень большой, но особенно внимательно проверяйте цены, обманывают! Покупали готовую еду по акции, ценник был 159,99 руб. за плов и 169,99 руб. за пасту, на кассе не обратили внимание, увидел в чеке, когда тот пришел на электронную почту спустя часа два.",421614,False,False,False,True,False,False
"При входе в магазин вас встретит неприятный запах. Овощи часто вялые и сморщенные, брала томаты черри, пришлось выкинуть всю упаковку, тк чек не взяла и не было возможности вернуть эту гниль. ",78794,True,False,False,False,True,False
Удобно рядом с подъездом. Персонал приветливый. Продукты на 3.Овощи выбор маленький. Тесно очень надо ждать пока один человек выбор сделает тогда только можно пройти. Всё захламлено. Большой выбор сладких продуктов.,36393,False,False,False,True,True,False
Отличный чистый магазин! Персонал вежливый!!!,268382,False,False,False,False,False,False
.Открыли лавочку а законы вообще не знают. В наглую травят людей просроченными товарами. Самые настоящие преступники.\nПолицию используют как крышу для скрытия преступлений. Такие заведения нужно закрывать.,284259,True,False,False,False,False,False
Ценники не соответствуют реальной стоимости товаров. На половину товаров ценников ВООБЩЕ нет. В морозилках пахнет испорченным мясом. Касса работает одна.,142423,True,False,True,False,True,False
Обычный сетевой магазин низкое качество товаров не адекватная цена но рядом такие же сетевики так что пойти не куда. Персонал хороший чистота адекватная тут нареканий нет,394526,True,False,False,False,False,False
"Полу пустые холодильники с мясной продукцией, на полках выбора стало меньше, после обновления стал похожим на светофор, в плане организации и выкладки продуктов, до этого было лучше, очень надеюсь что это временные трудности по недостатку продуктов, а именно мясных, два вида тушёнки, фарш 1 вид нет, мяса нет, либо лежит пару лотков, и это не зависит в какое время я приду ",388266,False,False,False,True,False,False
"Это худший магазин сети вкуссвил из тех, которые я посещал. Часто несвежие или заветренные овощи и продукты, персонал все время занимается оформлением онлайн заказов, и обслуживание на кассе - одолжение клиенту. Есть гипотеза, что существуют проблемы с хранением мясной продукции т к часто продукт пропадает до истечения срока годности, что не замечал при покупке в остальных магазинах сети",12642,True,True,False,False,False,False
"Здравствуйте. Продавец Сидорова плохо относится к покупателям, грубит, ругается матом, говорит что не будет обслужтвать. Сделайте пожалуйста что-то с этим. ",419164,False,True,False,False,False,False
"Добрый день \nСвекровь привезла гостинец из Волгограда в виде коробки конфет \nСами конфеты вкусные, но то что было внутри , это ужас \nВ двух конфетах попались осколки пластика , с острыми краями , которую как раз забрала у ребенка из рук, а в другой конфете фольга\nХорошо, что обошлось , хотя пол пачки еще осталось, посмотрим, может еще «сюрпризы» попадутся и тогда уже буду общаться в соответствующие органы , так как все запечатлела на фото \nПроизводитель, будьте внимательны, эти конфеты едят люди ",181904,True,False,False,False,False,False
"Дорого, торгуют тухлой рыбой, возврат не делают, однозначно не рекомендую. Привозят туристов целыми автобусами и обманывают толпы людей, очень не добросовестный продавец",203887,True,True,False,False,False,False
"Попадается просроченная продукция.Надо внимательнее смотреть сроки годности. Брал мясо, только дома увидели что оно просроченно на две недели, воняло.Правда поменяли без проблем.",319707,True,False,False,False,False,False
"Начнем с того, что магазин переехал в другое здание и размеры помещения увеличилось, но чище и приятнее от этого не стало! Заходить туда не приятно, вонь стоит такая, что на запах реагируют не только беременные женщины, в целом создается ощущение помойки. О качестве товара ничего сказать не могу, была в этом магазине пару раз и стараюсь не заходить вовсе. Лучше я дойду до Большого пр, там Семишагофф в разы лучше!",263242,False,False,False,False,True,False
"Ценник, как на рынках, ассортимент все меньше и меньше. Год назад был похож на фермерский магазин  теперь даже заходить не хочется. Ещё и нелепая чайхона ((",274216,False,False,False,True,False,False
"Сегодня, 29. 05. 2023 года в 13-00 часов бабушка купила куриный рулет фирмы «Агросила», пришлось у продавца спрашивать и верить на слово, что продукт свежий, так как при себе не было очков. Придя домой и отрезав кусок, было понятно, что он испорченный ( с душком). Вот так запросто продавец, решил отравить старую бабушку!!!! Не капли уважения к возрасту, и зная про маленькую пенсию, все равно пошла на обман. Надеюсь, что и она в почтенном возрасте, не раз попросит помощи, и ей помогут люди так же, как и она сегодня обманула пожилого человека!!! Бумеранг не кто не отменял!!!",119688,True,True,False,False,False,False
Очень узкие проходы!!! Если с тележкой едут (товар везут) надо уходить (либо подпрыгивать🫣). Барыгам всё денег мало арендаторов всё больше и больше скоро вообще не пройти. Интересно есть какие нибудь нормы🫤,230997,False,False,False,False,False,True
"Хотите купить палёную водку? Тогда вам сюда! Сигареты без акциза? Да без проблем! Сюда же! Хотите, чтоб вам нахамила черноопая абизяна? Тогда это ваш выбор! А как надценочка в 250% к ценнику в Пятёрочке? О, вас здесь ждут! Если вы были в Москве и вас ни разу не нае-ли? Тогда вам сюда! Здесь вас нахлобучат на 100500%!\nДобро пожаловать в Марьино!",160724,True,True,False,False,False,False
"Очень разочарована в данном филиале сети! Мало того, что заказ не был собран спустя 2 часа после открытия, так ещё и кассир так нехотя нёс заказ, еле-еле сканировал этикетку и так всё это было через силу, что аж просто противно было! Он делал всё это специально, что было очевидно. Когда я положила купюру, он просто стоял и смотрел в экран монитора. Может сотрудник был под чем-то запрещённым, я не знаю. Это были 5 минут сущего издевательства! Еле-еле отдал сдачу. Имя кассира не запомнила, но ситуация произошла 15 июня. ",95156,False,True,False,False,False,False
"Может я повторюсь о качестве продукции и об ассортименте, все замечательное! Но обслуживание не на высоте. Персонал не всегда вежлив. И отказываются продавать товар, если остаток колбасы или другого мясного продукта 600гр,а нужно 200гр. Мотивируют это тем, что остальные 300, 400 гр не купят. И это систематически. Мне не надо 600 грамм колбасы, я покупаю 200. И всегда НЕТ! Ругаться не хочется. Но в Роспотребнадзор обратиться придётся. Руководство магазина! Обратите на сей факт внимание! Сегодня отказали отрезать не только мне, но и еще покупатели ушли ни с чем. ",129066,False,True,False,False,False,False
"Были в гостях и имели неосторожность посетить сие заведение. В магазине грязно. И не приветливый персонал. Расположение в магазине не удобное. Пытались найти у них уголь... не нашли. Спросили... Сказали он есть но доставать не будем.  На вопрос почему? Просто развернулся спиной к нам и про игнорил. Были в обеденное время, работала одна касса. Не стали даже ждать очередь, ушли. Не советую к посещению.",436028,False,True,True,True,True,False
"Даже одной заезды много. Отвратительное обслуживание. Персонал просто самый наихудший, который только можно было набрать! Все работают с такими лицами, будто покупатели лично им должны денег. Ни «Добрый день», ни «Всего доброго», ничего никогда не услышишь. Только максимально надменное общение с покупателями. На просьбу (сама выдать не пожелала) выдач чек, мне одна кассирша заявила, «а зачем он вам, это же просто вода»? Один раз зашёл за сигаретами, за кассой сидела женщина и посмотрев на меня, глубоко вздохнула, закатив глаза и прошептала б…ь, да так, что я это услышал за пару метров, так как я вынужден был её отвлечь от пользования мобильным телефоном за кассой. Всегда работает только одна касса, независимо от загрузки магазина. В общем и целом, рядом есть несколько других продуктовых магазинов, я хожу туда. Они ненамного, но всё же лучше этого Магнита!",79864,False,True,True,False,False,False
"магазин очень грязный, ассортимент маленький\n\nда и сама планировка помещения вообще не подходит для продуктового сетевого магазина\n\nнеприятное место",6981,False,False,False,True,True,False
"Протухшие продукты. Испорченная готовая еда в упаковке. Смотришь дату упаковки и оказывается, что это упаковка из будущего:))))\nРоллы в лаваше отдельная история. Просроченные, курицы толком нет, только капуста. Если хотите купить еду и не испортить себе настроение на день, лучше уже заказать или на крайний случай наш любимый зелёный магазин)",168345,True,False,False,False,False,False
"Постоянные очереди!!!!, объясняют не хватает продавцов, зарплата маленькая, как заходиш в магазин очереди, сразу разворот и назад, не очень приятно, 4 кассы и только 1 или 2 работают, трата времени клиента",9280,False,False,True,False,False,False
"Помещаю этот магазин для покупки полуфабрикатов и колбасных изделий. Цены приятные, но это за что была поставлена 1 звезда!!! Помещение всегда заставлено бутылками, два человека разойтись не могут. Персонал как на ""подбор""... Настолько все медленные, мутные, не понимают что делают, не знают ассортимент, с кассой работать не умеют, это просто ужас!!! Очереди всегда огромные. Кассир спит за кассой. Отвратительный магазин.",218088,False,True,True,False,False,False
"Откуда хорошие отзывы?))) все намного дороже, чем в других магазинах, примерно в 1,5 раза. Торты-это  ужасное масло одно . В конфетах несколько лет назад были червяки, которые эти конфеты ели. Отнесла им обратно, они просто вернули деньги))) обычное дело? Продавцы  вежливые до тех пор пока им лишний метр не придётся идти, из-за того что вам необходим товар там, где они уже были, а вы им не вовремя сказали, что этот товар вам нужен))) а могут и сразу быть недовольные и занятые, а вы их отрываете от болтовни. посреди обслуживания может уйти поговорить в открытую подсобку с коллегами, которые там сидят что-то пьют))) не ссср как некоторые пишут, а колхоз))) за хлебом можно зайти. А вот остальное там брать явно не стоит",472337,True,True,False,False,False,False
"Очень медленный и не гостеприимный персонал,все ходят как сонные мухи,а старший продавец или товаровед вечно сидит в компьютере и как будто не слышит и не замечает поведения своих подчинённых,этот магазин не рекомендую 👎👎👎👎👎",202517,False,True,False,False,False,False
"Ужасная сеть магазинов. Продавцы не всегда вежливы, продукция как правило «уставшая», фрукты и овощи отвратительного качества, ценник поднят Выши крыши. Дойдите до пятёрочки и будет вам счастье, но точно не сюда.",134206,True,True,False,False,False,False
"Ужасное обслуживание! Народу толпа, один продавец мечется по залу, вторая стоит на улице с подружкой болтает! Сделала замечание, реакция была неадекватной! Если устроилась на такую работу, будь добра работай, всё остальное в нерабочее время! ",96852,False,True,False,False,False,False
"Добрый день . Работают одни хамы !!! Сегодня 06.04 пришла за мороженным . В магазине постоянно навалены коробки и поэтому тесно. Сотрудник Соня стояла у холодильника с мороженым. Я вежливо  спросила « Можно пройти?» в ответ мне грубо сказали « Нет, нельзя». Я в недоумении переспросила. Ладно , думаю может у человека настроения нет . Беру молча мороженое мне в ответ , я же Вам сказала нельзя брать мороженое я считаю его и оно не пробьется  , не понимаете чтоли  . Хотя считали совершенно другую коробку . Я в недоумении подхожу на кассу и говорю через сколько можно будет купить мороженое, они не понимая моего вопроса говорят что не понимают о чем речь . Я им повторяю  через сколько закончат считать мороженое и его можно купить . Они в шоке стоят и говорят что его можно купить хоть сейчас и пересчет на это не влияют . Тут же сказали срируднику Соне , что типо зачем ты так говоришь людям . Извинились, но покупать это иороженое я конечно не стала. Кжасное отношение сотрутника Сони меня разояаровало . Постоянный ваш покупательно, но к Вам больше ни ногой. ",221514,False,True,False,False,False,False
Товара нет с 17часов никогда! Нет дешевых круп! Нет овощей! Кто составляет заявку оштрафовать! Магазин пустой! Люди уходят в пятерочку! Наладьте заявки на магазине и обеспечить выкладку товара,136701,False,False,False,True,False,False
"Накормили дохлыми устрицами , отравились вдвоем лежим на больничке ! Поели 14.04.2023 вечером. В ночь с субботы на воскресенье вывезли на скорой. Спасибо ресторану !!!!",189395,True,False,False,False,False,False
"Ценники со скидкой, на кассе пробивают без скидки, то есть не меняют. Это постоянная проблема.",390473,False,False,True,False,False,False
"В данном магазине отказались продать мне ветчину, сервилат и докторскую колбасы (примерно по 400гр. каждой ) ссылаясь на то , что у них колбасные батоны не режут!!!!!  "" У нас все только батонами продается"" - сказала сотрудница данного филиала.  Т.к нам не нужно было в предлагаемых  количествах, то мы пошли в соседний магазин ,  там все режут!!!",487903,False,True,False,False,False,False
"На кассе продавцы замки сидят!! Как будто не в магазин, а к ней на кухню пришел",250144,False,True,False,False,False,False
В этом магазе специальные поставки плохого качества. Не удивляйтесь потом когда умрёте от непонятно чего потому что жрали химию с этого магаза. ,282465,True,False,False,False,False,False
"Цены не соответствуют действительности, в место того чтобы извиниться, хамят , когда говориш что не тот ценник они их тут же хватают и хамят покупателям что якобы виноваты покупатели, делают из нас покупателей дураков! Ну если вы не успели поменять ценник можно просто извиниться! А не хамить! Поставьте себя на место покупателей! Отвратительно, больше",63987,False,True,False,False,False,False
"Добрый день. По продукции негатива нет, но отношение сотрудников не клиентоориентировано. 22.03.2023 в 15:35 продавец-кассир Клочкова Ирина Михайловна обслуживала пожилую женщину (70+). Ситуация произошла такая, что покупательница попросила 7 шт слоеных завитушек (не помню точное название), а в это время за прилавком напротив другой продавец включила музыку и Клочкова И.М. начала переговариваться с коллегой и пританцовывать при покупателях и не обращая на них внимания. Потом покупательница попросила слоеных завитушек доложить штук 5, на что продавец-кассир Ирина грубо ответила-"" я что ещё считать буду"" и закинула на глаз. Пожилая женщина попросила мармелад, а Ирина, помимо грубого общения, когда брала мармелад жёлтый уронила на стол (не факт что чистый) 1 шт и подняв не выкинула в мусор, а положила в пакет покупателю! Покупатель расчиталась и ушла. А со мной она была примилой, хотя я была свидетелем её ужасного поведения. Прошу принять меры в отношении Клочковой Ирины Михайловны работающей по адресу г. Подольск, ул. Советская, д. 20/44. Лицо компании должно быть вежливым как минимум, и не важно какой покупатель, молодой или пожилой.\n",327183,False,True,False,False,False,False
"Доставка из этого магазина просто ужасная, точнее её даже нет. Магазин находится от квартиры через дорогу, не было возможности поехать туда, заказали доставку, ждали целый час, все было написано заказ создан и тишина. Писали в тех поддержку нам ответили нет курьеров. Ну если вы не доставляете  по данному адресу зачем тогда вообще писать что есть доставка? В итоге остались без доставки. Не кому не советую с этого магазина доставку заказывать ничего  не доставят! ",265389,False,False,False,False,False,True
"Здравствуйте! \nСказать, что я возмущена, ничего не сказать!\nПрошу принять меры по отношению работников ВкусВила города Гатчины( проспект 25 октября). \nСделала заказ, прождала 2,5 часа, а мне спустя это время звонят сказать, что тортА нет, будем заменять? Вы издеваетесь? У вас доставка 2 часа, а вы еще только звоните сказать, что нет позиции?\nЯ отказалась от заказа.\nСпустя еще 2 часа снова звонят( по старому заказу) и говорят:к сожалению тортика нет. \nЧто????? Я же отказалась от заказа, а вы еще только обрабатываете заказ, который сделан в 13.00???  Что за неорганизованность??",194487,False,False,False,True,False,False
"Ужасное обслуживание, много просроченного и некачественного товара. Причем продавцам пофиг, как и детектору. Со слов продавца их же проверили, теперь им можно делать все до следующей проверки. ",326276,True,True,False,False,False,False
"Ужасное заведение! Слепые люди, которые не могут ПО ПАСПОРТУ определить что перед ними стоит совершеннолетний человек! Аргумент у них один: «не похож(а)» \nКак можно так работать?  Так же, увидив что человеку уже есть 18, аргументировали так: «вам нет ПОЛНЫХ 18 лет» Что простите??? А это как? \nИтог: персонал ужасный, просьба к администрации заменить его на АДЕКВАТНЫХ работников. Спасибо ",124997,False,True,False,False,False,False
"Персонал просто не обученные, не воспитывать проявляется сразу, чистоту Я не видела вообще,всегда серое, уныло и грязь, освещение тусклое, ценники всегда не соответствует товару на кассе они уже выше,не советую вообще,рядом живу и не хожу, продукты всегда просрочка",37577,True,True,True,False,True,False
"Товара много,но за ним не следят,это при том что говоришь,что уже мясо воняет филе индейки,либо курицы,но к сожалению видимо не доходят ручки работников и всё равно на людей,по овощам такая же проблема,с плесенью,цена такая же...и многое другое!!!! Нужно нанимать,тех людей, которые будут не просто бегать по магазину,а действительно знать товар и полностью за ним следить!!!!! Меняйте директора магазина!!! 🙄",382904,True,True,False,False,False,False
"Негативное впечатление от магазина связано с работой продавцов и низкого качества товаров. Неторопливые, не любезные, не ориентированные на клиентов-покупателей. Создаётся впечатление, что они никак не заинтересованы в процессе продаж. Из-за этого в магазине очереди, связанные с очень медленным обслуживанием.  Продукцию попробовала (сладкую выпечку, пельмени, блинчики с мясом) - второй раз точно не пойду покупать.",229615,True,True,True,False,False,False
"Цена на ценнике и при оплате на кассе самообслуживания заметно отличается. 2 раза за последний месяц это замечала при покупке. По требованию продать по цене как на ценнике зовут старшего продавца и, вздыхая, продают по заявленной на ценнике стоимости. И каждый раз говорят, что цены у них каждый день меняются, поэтому и ценники не меняют. А действительно, зачем закон соблюдать?",387401,False,True,True,False,False,False
"Хочу донести свое возмущение до руководителя пекарни Булкино по Тц верный. Неужели вы не в курсе что ваш продавец, пожилая женщина, курит возле входа Тц верный и после этого не помыв руки сразу идет обслуживать покупателей????? Мед осмотр есть вообще? Покупают дети после школы!!!!!Как такое можно допустить, курящую к выпечке! И ещё, она очень навязчивая, хамит, не стышит покупателя, перебивает! Прошу принять меры! Теряете клиентов и портите свою репутацию таким персоналом.  \nЕщё, ксерокопия вообще работает? Прихожу - вечно закрыта, звоню на Вацап трубку не берут. Не хотите работать, освободите место! \n",207927,False,True,False,False,False,False
"Постоянно разочарование... Ценники не соответствуют реальной стоимости... Все время надо перепроверять, что держит в напряжении.. Никакого удовольствия от покупок.. Продавцам все равно, идти туда больше не хочется",304652,False,True,False,False,False,False
"Дикий ужас. В магазин ходят с собаками, вечно работает только одна касса. Очереди, хаос",152838,False,False,True,False,False,False
"29.04.23г. в 17.27 отправила заказ через приложение, заказ был принят и указано ориентированчное время доставки - до 20:00.\nв 20:00 связалась с колл-центром, т.к.заказ не был доставлен, сотрудник колл-центра сказал, что не знает, по каким причинам заказ не доставлен и время доставки ориентировочное, с магазином у них связи нет и помочь он мне ничем не может, а я могу дожидаться своего заказа до 23:00, потому что это время работы магазина. В 22:42 я написала в чат и сотрудник Юлия  заверила меня, что мой заказ первый в очереди! Я  ждала и дождалась отмены заказа в 23:02. В итоге я и моя семья остались без продуктов. \nСегодня 30.04 я целый день перепеписываюсь с сотрудниками в чате в приложении, и выяснилось , что в магазине была какая-то проблема, в связи с которой мой заказ не был принят в работу и о которой можно было уведомить меня ещё вечера. \nВ данный момент все сотрудники чата футболят меня, вопрос мой никто не решает, только всё время просят оценить работу. \nЯ прошу применить меры дисциплинарного взыскания к сотруднику колл-центра, а также проставить оценки сотрудникам чата, как они и просили:\nВлада 1\nЮлия 1\nАнастасия 1\nМарина 1\nДмитрий 1\nТатьяна 1\nАнна 1\nЗаказ #18381007 от 29.04.23",414386,False,True,False,False,False,False
