,address,name_ru,rating,rubrics,text,is_grocery,id,len,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
1770,"Москва, Шенкурский проезд, 10",Белочка,2,Супермаркет;Магазин продуктов,"Дорогой\nМагазин рядом с домом. Чисто за хлебом зайти. Не более того. \nБывабт продукты по акции. \nБрала 2 раза, оба раза испорченный товар.",True,404734,141,True,False,False,False,False,False
1771,"Тульская область, Щёкинский район, муниципальное образование Первомайский, рабочий посёлок Первомайский, улица Льва Толстого, 8А",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Что называется ни проехать, ни пройти. Мало того, что не выдержаны стандарты проходов между стеллажами, так эти проходы постоянно заставлены тележками, паллетами, корзинами с не разобранной продукцией. Вынуждена ходить по магазинам с коляской, другого варианта нет. Продавцы никак не реагируют на замечания, что у них постоянно всё заставлено, даже могут не пошевелиться в попытке подвинуть тележку, чтобы можно было пройти, продолжая раскладывать товар. Ладно с коляской, но даже без коляски люди разворачивались и вынуждены были проходить через зону где кассы. ",True,404741,563,False,True,False,False,False,True
1772,"Республика Адыгея, Майкоп, 2-я улица Хакурате, 1",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Хуже магнита нет во всём городе! Постоянно обманывают с ценами. На ветрине цена одна, на кассе другая. Сегодня 12.02.2023 года, в очередной раз было несовпадение цен. Так еще, дминистратор вела себя по хамски! Вместо того, чтобы извиниться и молча поменять цену, она сразу применила ""лучший метод защиты - нападение"".  Цены заоблачные, продавцы хамы. Думаю, зарплаты маленькие, вот и берут всякую шушеру. Больше не пойду никогда. Лучше выручу маленкие частные магазины, и товар всегда свежий, и не отсчитывают, и продавцы вежливые. ",True,404783,532,False,True,False,False,False,True
1773,"Челябинская область, Еманжелинский район, посёлок городского типа Красногорский, улица Ленина, 6",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Проходы узкие,так в этих проходах еще стоит товар. Не возможно нормально передвигаться по магазину. А на стелажах бутылки. Всегда есть вероятность что то зацепить.",True,404851,163,False,False,False,False,False,True
1774,"Москва, Ереванская улица, 16, корп. 5",Золотой Талер,2,Магазин продуктов,"Это наш дворовый магазин,реально купить хлеб и армянский лаваш. Весь остальной товар ОЧЕНЬ дорогой ,ассортимент  очень маленький   и очень неприятный вид у помещения магазина.",True,405098,175,False,False,False,True,False,True
1775,"Кострома, улица Симановского, 81",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Отвратительное обслуживание кассиром Соколовой вместо того, что бы выполнять свою работу стоит и болтает с сотрудниками. В это время на кассе стоит один товаровед, создалась небольшая очередь, т. к передо мной мужчина оплачивал покупки монетами рублей на 500.Ну можно представить сколько времени на подсчёт этой мелочи уйдёт у сотрудника. Пока покупатели не позвали данного кассира она и не думала обслуживать на кассе. С выкладкой товара и ценниками вообще беда, зачастую товар не соответствует указанной цене. Про ликвидный товар вообще молчу, вывозят на тележке в зал и без ценников.Что за правила торговли у них, мне лично не понятно. ",True,405464,639,False,True,True,False,False,True
1776,"Московская область, Балашиха, Спортивная улица, 4",Дикси,1,Супермаркет;Магазин продуктов,"Редко ходим в Дикси, а в этот магазин вообще зря заехали. Ужасный магазин, товар залежалый, ценники надо проверять. Кассовые прилавки тесные и неудобные. Кассира пришлось ждать. Взяли батон хлеба, один из двух оставшихся, на кассе выяснилось, что он не пробивается. Почему, толком не объяснили, а предложили сходить и взять другой. Не советуем этот магазин.",True,405561,357,True,False,True,False,False,False
1777,"Москва, Судостроительная улица, 32",Дикси,2,Супермаркет;Магазин продуктов,"Вечно очереди, почти всегда работает только одна касса, ценники стоят фиг пойми как береш в 50% на абум.",True,406058,104,False,False,True,False,False,True
1778,"Московская область, Дмитровский городской округ, Яхрома, Ольговская улица, 13",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ассортимент нормальный, НО полное отсутствие контроля за ценниками, т.е цены с прошедшими акциями не убираются СОВСЕМ и видимо никогда!!! Берешь с полок продукты по ,,акционным ценам,, ,а на кассе их пробивают по полной стоимости. И это безобразие происходит не первый год(((. Обьяснений и даже извинений  никаких не дают. Руководство данного магазина не понятно, чем занимается. НИЧЕГО НЕ ДЕЛАЮТ и относится к этому ,,наплевательски,,. Всегда работает 1 касса, очереди всегда, при этом сотрудники периодически стоят у входа для покупателей и курят, а взале ,,аврал,, с людьми. Контроль полностью отсуствует .Сколько жалоб уже по этому поводу приходидось наблюдать как со стороны покупателей,так и на себе испытать это. ВСЕГДА ПРОВЕРЯЙТЕ чеки в этом магазине не отходя от кассы!!!  Если ситуация с контролем цен на акции не изменится, то буду писать в Роспотребнадзор.(((",True,406071,871,False,True,True,False,False,True
1779,"Санкт-Петербург, Думская улица, 4",Перекрёсток,1,Супермаркет;Магазин продуктов,"Взяли с ребёнком салат сельдь под шубой, ужас, протухшый, вонючий, брали в контейнер, сразу запах не почувствовали, выбросили, и это центральный Перекрёсток Питера на Гостином дворе, отравиловка просто , обходите его стороной.",True,406282,226,True,False,False,False,False,False
1780,"Санкт-Петербург, Думская улица, 4",Перекрёсток,1,Супермаркет;Магазин продуктов,"Самый отстойный магазин сети! За многие годы пользования магазинами этой во многих городах столкнулась с мухлеванием с ценниками, прямо по сценарию ""Пятерочки"", при чем сразу с тремя видами продуктов, которые я покупал. Рассчитывалась на кассе самообслуживания,  попросила сделать возврат на товары, по которым меня обманули. Выложила их на прилавок, остальное сложила в сумку. Девушка маленького роста с короткой стрижкой, потом она сказала, что администратор, а сотрудница из кулинарии, что старший кассир, фамилию не сказали сделала возврат, я спокойно вышла из магазина, и только тогда посмотрела в чек - возврат был сделан на весь товар. Я вернулась к девушке, в тайне надеясь на благодарность, в ответ получила порцию отборного хамства и была послана. Я снова вышла из магазина с продуктами ( оба раза я проходила мимо сотрудницы охраны). Совесть и воспитание не позволили мне всё -таки уйти , я вернулась, подошла к охраннице указала  на то, что я 2 раза прошла мимо нее не оплатив покупку. На месте руководства сети я бы полностью сменила персонал, и изменила планировку, из магазина можно вынести что угодно! Я в этот магазин больше не пойду никогда!",True,406283,1159,False,True,False,False,False,True
1781,"Санкт-Петербург, проспект Просвещения, 74, корп. 2",Перекрёсток,1,Супермаркет;Гипермаркет;Магазин продуктов,"Удивительно хамство персонала «туалет закрыт, очень грязный, когда откроется да я откуда знаю» хотя все помыто кроме зоны раковин. Уровень советского союза 🤬",True,406776,157,False,True,False,False,True,False
1782,"Свердловская область, Екатеринбург, улица Радищева, 28",Жизньмарт,1,Магазин продуктов;Кафе,"Товар по акции пробивают за полную цену. Потом все не знают что делать, убегают и стоишь один у кассы. Долго возвращают разницу. Продают просрочку. С удивленными глазами не могут на пальцах посчитать срок годности. Заменить товар нечем. Итог 30 минут потраченного времени впустую. Минус финансы. Отвратительное место. Сегодня минут 10 назад вернула просрочку. Проверяйте весь товар на сроки годности. Хорошо, что мне только сверху до них спуститься. ",True,406895,450,True,True,True,False,False,False
1783,"Москва, Большая Набережная улица, 9",Дикси,1,Супермаркет;Магазин продуктов,"Очень плохой магазин. Просрочка, ценники не соответствуют. На кассе грубые сотрудники. Не рекомендую! ",True,407063,102,True,True,False,False,False,True
1784,"Москва, улица Саморы Машела, 4",Дикси,2,Супермаркет;Магазин продуктов,"Магазинная инфраструктура не соответствует требованиям Российского стандарта к универсальным магазинам. Очень часто в магазине грязновато. Уровень обслуживания пожилых людей требует отжельного репоста. Больше неудовлетворительно, чем удовлтворительно. Продукты не всегда первой свежести. Порой даже думаешь. А их то опасно использовать в пищу такие, не свежие. А иногда и свежие, а редко и ценами поиятно удивят не на всё конечно, когда видимо хороший поставщик, с хорошим качеством продукции. Выбирать и оценивать вам, равно как и мне. Однозначно что-то исправлять и налаживать в магазе нуно, и не просто, а Нуно..",True,407399,615,True,True,False,False,True,False
1785,"Ленинградская область, Всеволожский район, Куйвозовское сельское поселение, деревня Матокса",Ферма-сыроварня Деревня,1,Производство продуктов питания;Сельскохозяйственное предприятие;Магазин продуктов,"Являюсь клиентом уже несколько лет.  Всегда заказывала молоко и различную продукцию фермы на достаточно крупные суммы. Но , к сожалению, качество продукции испортилось. \nВ последний раз заказала товаров на 2500 р ( творог, молоко, ряженку).  Срок годности указанный на упаковке - 5 суток. \nВ начале четвёртых суток открыла творог и молоко на завтрак детям. Творог был с розовой плесенью. Молоко скисшее. \nНа мой вопрос представители фермы мне ответили , что скорее всего температура хранения была неподобающая ( хотя , в холодильнике температура соответствует указанной на упаковке).  \nПредставители фермы так и  не извинились. Предложили сделать Новый заказ и поменять молоко , если я его не успела выбросить ….\nКонечно, я больше не буду рисковать. \n« спасибо» за клиентоориентированность !!!!!!",True,407402,802,True,True,False,False,False,False
1786,"Нижний Новгород, улица Карбышева, 3",SPAR,1,Супермаркет;Магазин продуктов,"Не знаю как все товары, но молочная продукция почти вся на крае срока годности, одну бутылку нашел так вообще просроченную. Главное они все стоят обратной стороной, так что не видно дату или срок годности, и в случае с круглыми бутылками их быстро повернуть, то с Городецким молоком, которое имеет форму параллелепипеда, потратишь минут десять чтобы перебрать бутылки. Первое фото с просроченной бутылкой молока.",True,407549,412,True,False,False,False,False,False
1787,"Самара, проспект Карла Маркса, 304",Бристоль,2,Магазин алкогольных напитков;Магазин продуктов;Магазин табака и курительных принадлежностей,"Всегда в холодильниках теплые напитки из всех работает один более менее, выбор есть не спорю, но почему бы не сделать нормально холодильники...? \nВ холодильниках так же никакого разнообразия нет одно и тоже, а более менее всегда теплое и где-то запрятано, и очень тесно там.\nК персоналу вопросов нет, но вот эти нюансы отбивают всё желание покупать там.",True,407660,355,False,False,False,True,False,False
1788,"Москва, посёлок Коммунарка, Лазурная улица, 14",Дикси,2,Супермаркет;Магазин продуктов,"Из всех магазинов ""Дикси"" в этом районе самый худший. Порядка нет. Ценники не соответствуютценам на кассе. Часто просроченный товар. Персонал часто отказывается принимать соцкарты и приложение на телефоне. Хочется добавить. Сегодня, 4.07 купила товара на 1005.13 р. На кассе показала приложение, но отметки о покупки в приложении не оказалось. Кассир Бабаев. 11.07.23 в этом магазине приобрела товар на сумму 1164.24. Отметки о покупке в приложении опять нет. Скидка по соцкарте-24.50, но 10% -116.24. Кассир Бабаев А. Отказывался давать чек, понятно почему. Пенсионеры, будьте внимательны, в этом магазине могут обмануть!",True,407738,622,True,True,False,False,False,True
1789,"Москва, улица Академика Королёва, 13, стр. 1",Да!,1,Магазин продуктов;Супермаркет,"Магазин в целом не плохой, хороший ассортимент, но ценники на товаре не соответствуют заявленным.\n\nНапример, мармелад в пакетиках  (мишки, червячки) по акции стоят 29 руб., на кассе уже 45. В прошлый раз, вызывали администратора и цену на кассе скорректировали.\n\nСегодня история повторилась. Решил не тратить время и ждать администратора. Просто отказался от товара на кассе.",True,407810,379,False,False,False,False,False,True
1790,"Москва, улица Барышиха, 26, корп. 1",Дикси,1,Супермаркет;Магазин продуктов,"Плохое качество, постоянно работает одна касса, примите пожалуйста меры\n",True,407942,73,False,False,True,False,False,False
1791,"Орёл, Московское шоссе, 16А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Очень жаль,что данный магазин не контролирует, как в его стенах оформляется доставка!Не оплаченный товар доставили, курьер не захотел его забирать. Поддержка требует оплатить заказ,сказать так, выманивает деньги.  Помогли правда заказ вернуть в магазин, но статус не изменили,что забрали у меня. Получается, что в магазин продукты неверно доставленные не попали или как? Отвратительный сервис и безолаберные специалисты магазина. Никого порядка и контроля. \n",True,408044,459,False,True,False,False,False,True
1792,"Брянск, Ново-Советская улица, 40",Заводской бар № 9,1,Магазин продуктов;Магазин пива,"Брал иногда пиво, вроде всегда нормальное было. Тут знакомый взял пива в этом баре по-моему Боровское или как-то так сказал кислое. Ну я подумал одиночный случай, по традиции поехал взял колос нефильтрованный, налил стакан под хоккей, а  оно тоже кислое. Ехать возвращать уже не получается, но теперь буду знать что там пиво не в первой испорченное. Не советую место.",True,408313,367,True,False,False,False,False,False
1793,"Республика Бурятия, Улан-Удэ, улица Трубачеева, 144",Магазин продуктов,1,Магазин продуктов,"Дороговатый магазин, а так вроде все необходимые продукты есть. И две продавщицы очень грубые, вообще слово вежливость и улыбчивость не знают. Вечно кислые лица, и грубый резкий голос. Даже страшно о чем то спросить. Такое чувство, что только что вошла в магазин и уже им надоела. Смените персонал или объясните им как то. А то так половину покупателей распугали!",True,408720,363,False,True,False,False,False,False
1794,"Кемеровская область, Новокузнецк, улица Тореза, 24",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Внимательно смотрите чеки,кассиры обманывают,насчитывают дополнительные средства,ценники вовремя не меняют,постоянно нужно доказывать свою правоту",True,409132,146,False,True,False,False,False,True
1795,"Курганская область, Шадринск, посёлок Новый, Кооперативная улица, 21, стр. 1",Магазин продуктов,1,Магазин продуктов,"Покупала мед, . По приходу домой оказался сахарный сироп с облепихой. Продавец старая отрицает что у неё куплено. В общем наглая, тётка. Больше не хожу ",True,409513,152,True,True,False,False,False,False
1796,"Московская область, Балашиха, Горенский бульвар, 3",Верный,2,Магазин продуктов;Супермаркет,"Добрый вечер часто захожу в магазин Верный  порядка в магазине нет, всё разбросано цены на полках не соответствуют ценам на кассе , да ещё на кассе умудряется обманывать пробивая товар больше количество того что было куплено . Проследите за кассирами ",True,409577,251,False,True,True,False,False,True
1797,"Санкт-Петербург, проспект Просвещения, 68, корп. 1",Градусы,2,Магазин продуктов;Магазин алкогольных напитков,"Хороший ассортимент и приятные цены. Но быдловатые и грубые сотрудники, особенно непонятная девушка в татуировках и короткой стрижкой(которая позволяет себе откровенно хамить и толкать поситителей,швыряя предметы по магазину) Если бы не это,НО,то было бы все супер! А так предпочту ходить в КБ,пусть дальше от дома,но атмосфера  приятнее.",True,409920,338,False,True,False,False,False,False
1798,"Санкт-Петербург, Дальневосточный проспект, 62к1",Продукты,1,Магазин продуктов,"Постоянно пытаются развести на деьги ,  потом гворят , ой извините я ошиблась , один продавец два дня подряд пытался обсчитать меня , но как же я удивился на следующий день , когда другая продавщица , так же решила это сделать, сказав ой я думала это у вас другой продуки , более дорогой 🤣 так что жто у них в порядке вещей , считайте все сами , проверяйте этих мошенников.",True,410037,373,False,True,False,False,False,True
1799,"Москва, улица Адмирала Лазарева, 58",Виктория,1,Супермаркет;Магазин продуктов,"Я часто захожу в этот магазин утром. Но не с самого открытия, а примерно через час-полтора после открытия. И покупаю готовую еду, обед. Каждый день я начинаю с того, что выкидываю с полок кулинарии просрочку и каждый раз зову администратора и спрашиваю в чем дело? И каждый раз слышу, что они еще не успели просрочку убрать. Просрочку надо убирать до открытия магазина, а не через полтора часа, вы что ждете когда кто-нибудь отравится?",True,410303,435,True,False,False,False,False,False
1800,"Московская область, Бронницы, Производственный проезд, 4",Светофор,1,Магазин продуктов;Супермаркет,"Некомпетентность персонала, не смогли сделать возврат товара, потому что старший кассир отсутствовал на рабочем месте. Обычный кассир не умеет общаться с покупателями, дерзит и хамит. ",True,410830,184,False,True,False,False,False,False
1801,"Вологда, улица Маршала Конева, 25",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Рядом проживают мои знакомые, жалоб не слышала, и спим захожила несколько раз, всё нормально. Ассортимент и качества",True,411001,116,False,False,False,False,False,False
1802,"Москва, 3-я Хорошёвская улица, 21, корп. 3",Продукты на районе,1,Магазин продуктов,"О том, что это магазин только для жителей ЖК нужно указывать, проделал путь ради того, чтобы охрана развернула",True,411069,110,False,False,False,False,False,True
1803,"Тамбов, Магистральная улица, 19",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Бывало,что делали возвраты из-за не поменянных ценников. На кассе пробивали по другой цене,нежели указано в ценнике.\nХотелось бы пожелать посетителям,чтобы брали и смотрели  чеки. Поскольку вся сеть Магнит в нашем городе,к сожалению практикуется на подобных обманах!",True,411181,267,False,False,False,False,False,True
1804,"Москва, Юрловский проезд, 13",Светофор,1,Магазин продуктов,Товары ужасные Когда кушаешь надуваешься как спасательный круг Там можно купить товары для дома А остальное нет,True,411304,111,True,False,False,False,False,False
1805,"Санкт-Петербург, Ланское шоссе, 15",Удачный,1,"Магазин продуктов;Яйцо и мясо птицы;Магазин овощей и фруктов;Магазин мяса, колбас;Молочный магазин","Магазин неплохой. Но продавцы в отделе колбасы и сыр безобразные: одна подсовывает пожилым пропавшую колбасу, другая оскорбляет на замечание срезать обветренную часть, т. к. у неё неприятный запах. Больше туда не ходим. Продолжайте в том же духе.",True,411887,246,True,True,False,False,False,False
1806,"Тверская область, Калининский муниципальный округ, деревня Квакшино, 65",Магнит Моя цена,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Отвратительный персонал! Грубые, хамовитые тетки, бросающие товар, который нужно выставить на полки, под ноги, машущие шваброй по вашей обуви. В любой момент могут закрыть кассу, к которой стоит очередь. Здороваются только с местными жителями, чьими соседями тетки-продавцы являются.  Ощущение, что если зашел в магазин, то уже должен, даже ничего не взяв. Впечатление ужасное!\nАдминистрация магазина, судя по всему, тоже из местных, отсюда и заставленные коробками холодильники, к котором не подойти за товаром и «шуба» льда в холодильниках и перемороженное мороженое со снегом и просрочка на полках и отсутсвие холодных напитков в жару при пустых холодильниках и несоответствующие товарам ценники и отсутствие ценников вовсе и тд и тп‼️ ",True,412495,740,True,True,True,True,False,True
1807,"Москва, Первомайская улица, 110",Светофор,1,Супермаркет;Магазин продуктов,"Приобрела в данном магазине корм для кошек CAT&MAN\nЗнаю что корм эконом класса!  Но это не значит что нужно травить животное таким способом!\nПретензия скорее к производителю и нормам хранения данного продукта!\nПосле вскрытия упаковки я пересыпала корм в пластиковый контейнер, запах показался мне странным и цвет гранул не одинаковый а на дне мешка меня ждал вообще сюрприз!\nТухлый, плесневелый корм который скомковался внутри закрытого мешка, даже не знаю как назвать этот корм!\nВыкинула в тот же день!\nФото в закрепках!",True,412750,527,True,False,False,False,False,False
1808,"Москва, улица Шаболовка, 10",КуулКлевер МясновЪ Отдохни,1,Магазин продуктов;Супермаркет;Магазин алкогольных напитков,Продукция домашних заголовок хромает несвежая... Блевали от шаурмы с мясом чрз час после упразднения... Вот Вам и оценочки! Спасибо! Оч приятно,True,412950,143,True,False,False,False,False,False
1809,"Республика Мордовия, городской округ Саранск, рабочий посёлок Николаевка, улица Ленина, 60Б",Бристоль,1,Магазин алкогольных напитков;Магазин продуктов;Магазин табака и курительных принадлежностей,"Была сегодня в магазине Бристоль на ул.Ленина,рп.Николаевка, настолько узкие и заставленные проходы, что нечаянно задела сумочкой бутылку пива.Я попросила убрать разбитую бутылку продавца.Продавец Ольга подняла шум,что нужно оплатить.Я оплатила,но сделала замечания,что я не обязана платить по правам потребителей.Та начала громко возмущаться на весь магазин что я виноватая.Покупатели вступились за меня конечно.",True,413081,413,False,True,False,False,False,False
1810,"Ленинградская область, Тосненский район, Шапкинское сельское поселение, посёлок Шапки, улица Маркса Кротова, 1В",Встреча,2,Магазин продуктов;Кафе,"Крайне удивлён, но соль, которая в обычных магазинах стоит 10 рублей, 15.03.23 стоила 30 рублей!!!! Прошу руководство магазина разобраться с продавцами, работающих в этот день..... ",True,413299,181,False,False,False,False,False,True
1811,"Санкт-Петербург, Ивановская улица, 20",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"28.01 в 21:25 заходила покупать сигареты Чапман с ванилью. Искала именно такие, так как брала для пересыла в другой город, где их нет. \nВ этом КБ купила одну пачку, так как остальные были с другим вкусом. Продавцы предлагали взять с вишней или шоколадом (это важный момент).\n\nВ другом магазине выяснилось, что мне продали со вкусом шоколада, так ещё и тонкие (зачем? почему не спросили какие - непонятно).\n\nДелаю вывод, что либо продавцы не знают ассортимент магазина, либо целенаправленно продают не тот товар, так ещё и подбивают на покупку того, что тебе не нужно. \n\nНе пошла делать возврат исключительно из-за погодных условий. \n\nИ ещё: я понимаю, что нужно продавать товар на кассе, и возможно яблоки действительно очень сочные и вкусные, но тогда меняйте манеру подачи информации, а то выглядит как сальный подкат и вызывает желание поскорее уйти, а не купить. \n\n\n",True,413815,882,False,True,False,True,False,False
1812,"Краснодарский край, Абинский район, Ахтырское городское поселение, посёлок городского типа Ахтырский, Красная улица, 15",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,15 00 нёсмог сделать покупку с 5000рублей не нашли сдачу 4000 рублей. ,True,414059,70,False,False,False,False,False,True
1813,"Ямало-Ненецкий автономный округ, Ноябрьск, Транспортная улица, 3А",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ассортимент не такой как в других магнитах, очень тесно, между стелажами и так расстояние узкое, так ещё и вечно тележки стоят с товаром, но ни кто не расставляет. Продавцы, точнее кассиры не очень то приветливые и вежливые. От безвыхрдности ходила пару раз, но лучше чуть прогуляться и сходить рядом в Монетку, там и выбор и цены и продавцы всё намного лучше",True,414176,359,False,True,False,True,False,False
1814,"Московская область, Люберцы, Инициативная улица, 7В",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ужасный магазин, часто наблюдал картину как на весь магазин работает всего две женщины, так и ещё одно из них в положении, на кассе всегда стоят огромные очереди, санитарии ноль, наблюдал как по потолку ползут тараканы.\n",True,414385,221,False,True,True,False,True,False
1815,"Московская область, Люберцы, Инициативная улица, 7В",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"29.04.23г. в 17.27 отправила заказ через приложение, заказ был принят и указано ориентированчное время доставки - до 20:00.\nв 20:00 связалась с колл-центром, т.к.заказ не был доставлен, сотрудник колл-центра сказал, что не знает, по каким причинам заказ не доставлен и время доставки ориентировочное, с магазином у них связи нет и помочь он мне ничем не может, а я могу дожидаться своего заказа до 23:00, потому что это время работы магазина. В 22:42 я написала в чат и сотрудник Юлия  заверила меня, что мой заказ первый в очереди! Я  ждала и дождалась отмены заказа в 23:02. В итоге я и моя семья остались без продуктов. \nСегодня 30.04 я целый день перепеписываюсь с сотрудниками в чате в приложении, и выяснилось , что в магазине была какая-то проблема, в связи с которой мой заказ не был принят в работу и о которой можно было уведомить меня ещё вечера. \nВ данный момент все сотрудники чата футболят меня, вопрос мой никто не решает, только всё время просят оценить работу. \nЯ прошу применить меры дисциплинарного взыскания к сотруднику колл-центра, а также проставить оценки сотрудникам чата, как они и просили:\nВлада 1\nЮлия 1\nАнастасия 1\nМарина 1\nДмитрий 1\nТатьяна 1\nАнна 1\nЗаказ #18381007 от 29.04.23",True,414386,1219,False,True,False,False,False,True
1816,"Ленинградская область, Гатчина, улица Карла Маркса, 63/65",Свежее мясо,1,Магазин продуктов,"Высокие цены, запах от продуктов,не свежие продукты, хамские продавцы, не обращающие на покупателя внимания.",True,415034,108,True,True,False,False,False,True
1817,"Оренбург, улица Братьев Башиловых",Жанна,1,Магазин продуктов,"Продавцов как говорится набрали по объявлению,такие мадам  работают. То спят по утрам, хотя работают круглосуточно, то вечно по телефону разговаривают.",True,415220,151,False,True,False,False,False,False
1818,"Московская область, городской округ Балашиха, деревня Дятловка, 57А",Светофор,1,Магазин продуктов;Супермаркет,"С каждым разом выбор всё меньше и меньше. Например уже полгода не могу купить жидкое мыло в 5л баклашках. Выбор стирального порошка маленький, так же и с туалетной бумагой не очень",True,415432,180,False,False,False,True,False,False
