address,name_ru,rating,rubrics,text,is_grocery,id
"Краснодарский край, Сочи, жилой район Адлер, улица Ульянова, 122",Пятёрочка,5,Супермаркет,"Всё что нужно есть здесь. Чисто, логистика удобная, большой ассортимент.",False,358515
"Тюмень, улица Циолковского, 7",Пятёрочка,3,Супермаркет,"Посещая этот магазин надо внимательно смотреть на товар и ценники под ним, очень часто происходит несоответствие, которое выясняется только на кассе. Акции в этом магазине редки или мало используются для привлечения покупателей. Очень большая текучка кадров как руководителей, так и продавцов",False,358519
"Тюмень, улица Циолковского, 7",Пятёрочка,5,Супермаркет,"Вежливые продавцы всегда выставлен свежий товар, чисто, свежие овощи фрукты  всегда можно спросить если что-то не разбираешься в товарах и всегда спешат помочь. Спасибо за Внимание наш любимый😍💕 Магазин",False,358520
"Республика Башкортостан, Иглинский район, село Акбердино, Юбилейная улица, 2А",Пятёрочка,5,Супермаркет,"Хороший выбор продуктов, но овощи-фрукты часто не первой свежести. Обслуживание быстрое. Цены на товары приемлемые. Удобная парковка рядом с магазином.",False,358574
"Ростов-на-Дону, Красноармейская улица, 66",Пятёрочка,5,Супермаркет,"Выпечки в самой пятёрочке нет, перед ней буквально в том же здании есть пекарня. Для студентов удобно, ибо очень близко, на счёт самих работников, проблем ни разу за не возникало",False,358588
"Москва, Первомайская улица, 33",Пятёрочка,4,Супермаркет,"Магазин разместился на месте бывшего ресторана. Здесь чисто, аккуратно и светло. Продукты свежие, хотя частенько акционные очень быстро заканчиваются. Неудобно расположены полки с продуктами и проходы между ними очень узкие, непонятно расположение продуктов, каждый раз обходишь всё в поисках необходимого. Две кассы, но они справляются, очередей не видела, несмотря на удобное расположение.",False,358599
"муниципальное образование Краснодар, посёлок Российский, Тепличная улица, 39",Пятёрочка,4,Супермаркет,"Расположение не очень, а в целом нормальный супермаркет. Хороший коллектив.",False,358610
"Воронеж, улица Шидловского, 5",Пятёрочка,5,Супермаркет,"Чистый уютный магазин, большой ассортимент товара.В магазине всегда свежий товар, каждую неделю новые акции.В . Чистота и порядок в магазине, приятная атмосфера и приятная играет музыка.Вежливый персонал магазина, хорошее обслуживание на кассе.Рекомендую для посещения.",False,358639
"Воронеж, улица Шидловского, 5",Пятёрочка,5,Супермаркет,"Удобное расположение магазина, внимательный и вежливый персонал всегда готовы помочь. Свежий товар, ценники соответствуют товару. ",False,358640
"Воронеж, улица Шидловского, 5",Пятёрочка,5,Супермаркет,Обычный магазин рядом ,False,358641
"Воронеж, улица Шидловского, 5",Пятёрочка,4,Супермаркет,"Очень чисто, и быбор товара огромный. Вежливый персонал. Живу рядом. Спасибо.",False,358642
"Владимирская область, Гусь-Хрустальный, Красноармейская улица, 17",Пятёрочка,5,Супермаркет,"Персонал не изменим, это огромный плюс! Доброжелательные и отзывчивые! В магазине  всегда чисто, выкладка товара хорошая , всегда все можно без затруднений найти.",False,358664
"Белгород, улица Конева, 2зд5",Пятёрочка,5,Супермаркет,Хорошая пятёрочка мало людей не все знают пронеё персонал хороший добрый кассы все работают чисто в магазине  расположение конечно не очень очереди маленькие выбор большой просрочки нет.,False,358687
"Москва, Шелепихинская набережная, 20",Пятёрочка,5,Супермаркет,"Нормальный магазин, качество товаров на твёрдую 4, с овощами есть проблемы, на кассы бывают большие очереди, на пункты самообслуживания очередей нет, оплатить легко, консультанты/контроллеры рядом, если что, то подскажут как совладать с шайтан-машиной самообслуживания.",False,358719
"Москва, Талдомская улица, 15",Пятёрочка,4,Супермаркет,"Выбор товаров средненький, персонал - как везде, в магазине чистенько. Захожу туда, как правило  вечером, когда народа мало. Да и вообще магазин небольшой. Правда сейчас стал лучше чем год назад.",False,358776
"Москва, Окская улица, 20, корп. 2",Пятёрочка,2,Супермаркет,"Что бы купить хлеб нужно пройти весь магазин ещё поднятся на пол этажа по лестнице, очень прохо раставлен товар, стараюсь не посещать этот магазин.",False,358812
"Санкт-Петербург, Пушкинский район, посёлок Шушары, Старорусский проспект, 6",Пятёрочка,4,Супермаркет,"Пользуемся ежедневно, ассортимент устраивает, обслуживание тоже.   Продавцы-кассиры всё большие молодцы, никогда не было конфликтов в магазине, с возвратом проблем нет. Хотелось бы немного побольше порядка в отделе фрукты/овощи.",False,358815
"Самарская область, Тольятти, улица Ворошилова, 23А",Пятёрочка,5,Супермаркет,"Приятный персонал, очереди не большие, большой выбор продуктов, удобное расположение,",False,358877
"Самарская область, Тольятти, улица Ворошилова, 23А",Пятёрочка,2,Супермаркет,Супер магаз купил там кароче замороженный чебурек а потом дристанул а так в целом магазин классный я оценил (˵ ͡° ͜ʖ ͡°˵),False,358878
"Московская область, Дубна, проспект Боголюбова, 19А",Пятёрочка,2,Супермаркет,"Всегда нет продавцев. Иногда приходиться долго ждать, когда вызываешь к кассам самообслуживания. Никогда, одновременно, не работают более 1 кассы",False,358914
"Республика Татарстан, Нижнекамск, улица Юности, 12А",Пятёрочка,5,Супермаркет,"Отличный магазин в шаговой доступности. Всегда есть ценники на товарах,если не успели поменять ценник по акции,то спокойно возвращают деньги. Приветливые сотрудники. Беда только с ящиками для хранения,то есть ключи,то нет",False,358924
"Московская область, Ленинский городской округ, деревня Мисайлово, Первомайская улица, 158А",Пятёрочка,5,Супермаркет,Учен удобно и доступно в дол дороги парковка удобно Сотрудники очен вежоивый асоитименты достаточна и ещо от драгих магазинов цена 5-10% дешевле Мы с друзями это заметили. Кароче Кому по пут  предлогаю посетит не желейте !,False,358933
"Санкт-Петербург, Малая Бухарестская улица, 4",Пятёрочка,5,Супермаркет,"Неплохой выбор овощей. Очень вкусная выпечка и сырки. Кассиры вежливые, кассы самообслуживания тоже имеются. Торговый зал чистый, выкладка аккуратная. В целом магазин просторный. С ценниками есть понимание какая цена относится к продукту. ",False,359040
"Краснодар, микрорайон Почтовый, проспект имени писателя Знаменского, 2",Пятёрочка,5,Супермаркет,"Очень просторный магазин. Приветливый персонал. Большой ассортимент,свежая продукция, приемлемые цены. Заходим в магазин каждый вечер. Всегда есть свободные кассы.",False,360018
"Краснодар, микрорайон Почтовый, проспект имени писателя Знаменского, 2",Пятёрочка,3,Супермаркет,"Такая же 5ка,как и все остальные,только новая и чистая. Заметила,что сеть стала добавлять соседей на свою площадь. В одной это якобы фермерский молочные продукты. В другой вейпы и ещё какая-то ерунда для курения.  Прямо на входе. Это странно и отталкивает,ассоциируется именно с 5кой.  На кассе почти всегда отсутствует кассир.",False,360019
"Московская область, Химки, Юбилейный проспект, 32А",Пятёрочка,5,Супермаркет,"Просто петёрочка но кстати довольно таки хорошая для своего размера есть много всего довольно чисто очереди не такие большие (утром ваще почти нету) кассы две расположение хорошее можно дайти за 4 минуты просрочки нету а персонал добрый, кароче имба)",False,360026
"Москва, улица Дмитрия Ульянова, 43, корп. 1",Пятёрочка,4,Супермаркет,"Магазин прямо в доме. Это огромный плюс. Но магаз очень средненький. Если не сказать хуже. Но всё равно спасибо, что он есть. Десятилетия жили с пятёркой в трёх остановках с пересадкой.",False,360265
"Красноярский край, Таймырский Долгано-Ненецкий район, Дудинка, улица Островского, 8Б",Пятёрочка,5,Супермаркет;Магазин продуктов,"Неплохой магазин, но дороговато по сравнению с рядом стоящим Океаном. Но Пятёрка берет ассортиментом. Радует, что здесь есть продукция Норильского гормолзавода и продукция Жар-Птицы, тоже норильского предприятия. Хороший ассортимент хлеба. Мне особенно нравится фруктовый. Да и обычный заводской хлеб хороший. И все же цены на продукты надо снижать.",True,360313
"Москва, улица 26 Бакинских Комиссаров, 12, корп. 2",Пятёрочка,4,Супермаркет,"Магазин отличный: обширный ассортимеет товаров, вежливые продавцы, с которыми я знаком более 19 лет - с тех пор, как поселился на Бго-Западе.",False,360349
"Архангельская область, Онега, улица Матросова, 21",Пятёрочка,5,Супермаркет,"Мне очень нравится этот магазин, хороший выбор и ассортимент. ",False,360555
"Тверь, Волоколамское шоссе, 49, стр. 2",Пятёрочка,3,Супермаркет,"Хороший ассортимент, но злые сотрудники. Практически всегда ощущение, что ты чем-то их обидела и забыла, но они-то помнят... На нормальные вопросы или разговоры покупателей могут ответить очень как-то грубо. Не видела такого ни в одном другом магазине сети.",False,360699
"Московская область, Фрязино, проспект Мира, 6",Пятёрочка,5,Супермаркет,"Скидки есть ,как и в любой пятерочки,есть свои косяки у персонала с ценниками на товар ,я лично всегда отслеживаю по чеку так как если на кассе вам его не дали или вы его забыли попросить у кассира или кассиршы ваши трудности влетите в копейку ,редко там бываю пару тройку раз натыкался с несоответствием цены на ценнике ну это , собственно,как и всезде в магните Дикси и других магазинах , внимание дорогие мои ,все мы люди и делаем ошибки ))",False,360751
"Ульяновск, улица Якурнова, 10/1",Пятёрочка,4,Супермаркет,"Хороший магазин, чисто. Доброжелательные продавцы. Покупателей практически нет, отсутствие очередей)\n",False,360875
"Иваново, Ленинградская улица, 10",Пятёрочка,4,Супермаркет,Некоторые персонал хороший выбор товара огромный но цены на некоторые товары достаточно кусаются по бюджету хотя иногда бывает на некоторые товары и скидки качество товара достаточно нормальные магазин чистый в кассах если стоишь очень долго на самообслуживании может быть побыстрее,False,360897
"Иваново, Ленинградская улица, 10",Пятёрочка,5,Супермаркет,"Замечательный магазин, хороший ассортимент, вкусная выпечка, доброжелстельный коллектив! Очень нравятся кассы самообслуживания! ",False,360898
"Московская область, Пушкино, улица Тургенева, 10",Пятёрочка,5,Супермаркет,"Добрый день! Магазин по адресу:Тургенева 10.Прошу администрацию выразить Благодарность всем кассирам магазина ""Пятерочка"", особенно Екатерину(фамилию не помню, к сожалению), очень хорошая, приветливая, грамотный, вежливый сотрудник, всегда спокойно и чётко ответит на вопросы покупателей , обслуживает быстро. Все кассиры молодцы, работают слаженно и грамотно. ",False,361421
"Московская область, Пушкино, улица Тургенева, 10",Пятёрочка,5,Супермаркет,"Коллеги, дорогие мои, спасибо вам огромное за наш сплоченный, дружный коллектив. Спасибо вам за то, что даже в самых сложных, стрессовых ситуациях вы сохраняете свой оптимизм. С вами комфортно и легко работать, что довольно важно и необходимо для результативного труда. Знаете, каждый из вас особенная, удивительная личность, которая вносит свой вклад в наше общее дело. Благодаря нашим способностям мы создали уникальный коллектив, который не только трудолюбивый, но и очень веселый! Благодарю вас, мои прекрасные, за то, что наши будничные дни не являются обыденной, угнетающей рутиной, а отличаются яркостью и оригинальностью.",False,361422
"Московская область, Пушкино, улица Тургенева, 10",Пятёрочка,5,Супермаркет,"Доброе утро. Вырожаю огромную блогодарность сотрудникам магазина пятёрочке на тургенева 10, сотрудники добропорядочные. На прошлой недели когда собирал покупки забыл портмоне с деньгами и с водительскими провами. Вчера вечером коссир Галина мне их вернула. Я приятно удивлён. И мне приятно что своих покупателей они очень хорошо знают. ",False,361423
"Москва, Пятницкое шоссе, 25, корп. 1",Пятёрочка,5,Супермаркет,"Часто заходим в эту пятерочку потому что рядом, а так обычная пятерочка. Из плюсов касса самообслуживания",False,361438
"Московская область, Домодедово, микрорайон Центральный, улица Кирова, 9, корп. 1",Пятёрочка,5,Супермаркет,"Часто бываю в этом магазине, неплохой «эконом» для среднего класса. Всегда можно найти товары первой необходимости.  Часто бывают акции.",False,361462
"Московская область, Домодедово, микрорайон Центральный, улица Кирова, 9, корп. 1",Пятёрочка,4,Супермаркет,"Выбор большой, качество согласно цене, чисто, пахнет вкусной выпечкой, очереди по времени ( днем их нет), есть неплохая парковка. Можно попасть и на акции, иногда очень удачные",False,361463
"Московская область, посёлок Власиха, улица Маршала Жукова, 12",Пятёрочка,5,Супермаркет,"После ремонта прям очень хороший магазин стал, но ассортимент конечно хромает",False,361737
"Ленинградская область, Приозерский район, посёлок Сосново, Ленинградская улица, 30",Пятёрочка,3,Супермаркет,"В целом неплохой магазин, обновлённый. Свежая выпечка и Кофе. Много касс , но чтобы работало больше двух никогда не видела. Персонал не хамы. В магазине чаще чисто. Хаос в овощах , нет порядка, полупустые полки, какие-то вечные перебои , то с молочкой, особенно детской, то с сырами и колбасой, то с заморозкой.  Банкоматов нет. А самое ужасное это парковка!!! Как не стыдно столько арендаторов , неужели не скинуться и уже собственными силами засыпать хотя бы щебнем?!?!   Ямы, рытвины , ухабы ! Где совесть то, мы ведь везём вам свои деньги!!! Уважать надо покупателей или где?? Пишите в администрацию ! Нет! Так сделайте сами!!! Цена вопроса 20 000 рублей Максимум , если щебень! Стыд и срам! ",False,362181
"Самара, Волжский проспект, 31",Пятёрочка,5,Супермаркет,"Есть все необходимое, приветливый персонал, ссегда с улыбкой встрнчают на кассе, подскажут по акциям. В магазине следят за свежестью товара, еще ни разу не столкнулась с просроком.",False,362344
"Свердловская область, Ревда, улица Чехова, 42",Пятёрочка,5,Супермаркет,"Крутой  магазин Персонал в магазине приветливый, без хамства, вежлевый\nВсегда порядок, чисто. Хорошие скидки неплохой оссортимент товаров. Удобно расположен и вообще приятно покупать продукты - чисто, свободно, комфортно.",False,362368
"Свердловская область, Ревда, улица Чехова, 42",Пятёрочка,5,Супермаркет,"Персонал вежливый, товар в изобилии, акций много большенство по карте, просрочку не нашла, магазин светлый и чистый, парковка хорошая.",False,362369
"Республика Адыгея, Тахтамукайский район, Старобжегокайское сельское поселение, аул Новая Адыгея, улица Тургеневское шоссе, 33/7",Пятёрочка,5,Супермаркет,"Спасибо персоналу за чистоту, оперативность в работе. Полки всегда чистые, порядок, нет пустых прилавков. Хороший магазин рядом с домом. Нет необходимости искать что-то лучшее.",False,362395
"Самара, улица Льва Толстого, 77",Пятёрочка,5,Супермаркет,"Дежурный магазин, работает круглосуточно. Есть кассы самообслуживания. Персонал вмеру вежливый.",False,362438
"Республика Татарстан, Нурлат, Ленинградская улица, 5Б",Пятёрочка,5,Супермаркет,"Наш любимый магазин, в шаговой доступности, радует ассортимент-всегда всё есть и свежее) ",False,362583
"Тула, улица Вильямса, 38",Пятёрочка,5,Супермаркет,"Люблю этот магазин!Всегда чисто,большой ассортимент продуктов,вежливые продавцы.",False,362665
"Архангельская область, Северодвинск, Полярная улица, 29В",Пятёрочка,5,Супермаркет,"Выбор товаров, большое разнообразие. Вежливый персонал. Нет очередей. Свежесть продуктов. \n\n\nРежим работы. Свежий кофе, выпечка. Большие проходы в магазине.",False,362906
"Москва, улица Твардовского, 2, корп. 4, стр. 1",Пятёрочка,5,Супермаркет,"Очень вежливые и улыбчивые сотрудники, всегда помогут и подскажут всем покупателям! Овощи и фрукты всегда свежие. В магазине чисто, проходы свободные. Удобная навигация, и хорошее оформление! Цены всегда совпадают, социальные и прочий акции тут каждый день. Очень вкусная выпечка и свежевыжатый сок, также для удобства кофемашина установлена у входа, для тех кто торопится по утрам изысканный вкус и аромат кофе не уступает ни одному бренду, но цена гораздо дешевле чем у конкурентов. Также для удобства установлены Кассы самообслуживания. Всем советую приходить именно в этот магазин",False,363080
"Ярославль, проезд Моторостроителей, 4",Пятёрочка,5,Супермаркет,"Я пенсионер и мне выгодно. 15%скидка по карте мир , хорошо. Продукты все есть. Советую.\n\n\n",False,363130
"Московская область, городской округ Истра, Дедовск, улица Космонавта Комарова, 10",Пятёрочка,3,Супермаркет,"Персонал добрый. Касса свободна утром. Насчет чистоты там все в порядке. Товаров много, но цена завышена на многое. Товар хороший. Очередей нет. Самообслуживание там могут подсказать, если в первый раз",False,363157
"Москва, Стремянный переулок, 26",Пятёрочка,1,Супермаркет,"Худший магазин! Протухшая еда на прилавках. Взял блины, оказались с плесенью, при этом срок годности и близко не подошёл.",False,363185
"Тульская область, Дубенский район, муниципальное образование Воскресенское, село Воскресенское, Заводская улица, 12А",Пятёрочка,5,Супермаркет,"Обычная пятерка, в плане, чистенько, уютно, удобная парковка, хороший ассортимент. Удобно заезжать с трассы, но вот выезд не очень удобный, прям на перекрёсток, но это не настолько напрягает",False,363278
"Тульская область, Дубенский район, муниципальное образование Воскресенское, село Воскресенское, Заводская улица, 12А",Пятёрочка,4,Супермаркет,"Очень большой выбор товара не всегда качественный, средняя ценовая категория, часто бывпет очередь",False,363279
"Московская область, Подольск, улица Кирова, 76, корп. 2",Пятёрочка,2,Супермаркет,"Пятёрочка эта пользуется большим спросом у местных жителей! Видимо понимая это магазин максимально заставлен стеллажами и тележками с товаром, поэтому здесь всегда очень тесно. А ещё здесь всегда большие очереди на кассу! Эта Пятёрочка явно нуждается в реорганизации. Нужно думать не только о прибыли, но и об удобстве покупателей!",False,363301
"Москва, Профсоюзная улица, 102А",Пятёрочка,2,Супермаркет,"Очень не понравился магазин. Расположение не удобное, нужно спускаться в подвал, и если ты в возрасте, то это тяжело. Когда я вошла, на входе у кассы на полу рассыпанный сахар лежал, причем много. И другие покупатели его просто перешагивали. Сотрудница, которая это видела, даже не реагировала на это. Пройдя по магазину я увидела, что такими же кучами сахара был усыпан весь магазин, и никто по всей видимости даже не собирался его убирать. Сотрудники были заняты общением между собой, на покупателей не обращали никакого внимания. Товары на полках лежали с огромными промежутками, точнее сказать кругом были одни пустоты и дыры, видимо товар подвозят и докладывают не регулярно. Ходить по такому магазину конечно не приятно, но единственное за что вторая звезда, это конечно цены. Они приемлемые. Собрав товары для покупок, я подошла к кассе, и увидела, что куча сахара на входе так и лежит. Я сделала замечание кассиру, почему так долго лежит рассыпанный сахар и никому нет дела до этого, почему не позовут уборщика. Девушка отреагировала на мое настойчивое замечание только со второго раза, и кого-то позвала. Впечатление осталось не приятное от посещения.",False,363351
"Смоленск, микрорайон Южный, 37",Пятёрочка,5,Супермаркет,"Отличная пятёрочка на районе, теперь есть терминалы самообслуживания и оплаты товаров самостоятельно, есть кофемашина, внутри очень чисто и красиво, продавцы вежливые.",False,363703
"Рязанская область, рабочий посёлок Сапожок, Советская улица, 35",Пятёрочка,5,Супермаркет,"Хороший магазин. Всё есть. Персонал дружелюбный, кассы всегда открываются при наличии гостей. Продукты свежие. Очень достойный выбор алкогольной продукции.",False,363772
"Нижегородская область, Балахнинский муниципальный округ, рабочий посёлок Гидроторф, Юбилейная улица, 9А",Пятёрочка,1,Супермаркет,Купил корюшку по акции чек рыжая продавщица не предложила мой косяк .дальше я   пришел взял опять корюшку специально (так как первую корюшку я я выкинул песику как результат он даже не стал ее кушать ) пришел в в магагазин специально взял такую же коиюшку    сделалал возврат при вязваном диреректоре магагазина  .я емуму обьяснил ситуацию и что вы думаеете на а с леледущиий день пришел атам эта кор.шка в первых рядах как смешно! Гг\nЩас иду снимать на камеру пусть эта директриса сама ее кушает  с вместе со своими подчиненными!\n ,False,364579
"Рязанская область, село Путятино, улица Новосёлов, 1А",Пятёрочка,5,Супермаркет,"Все хорошо,выбор, большой ,чисто,очень внимательные  продавцы,всегда подскажут и помогут,цены приемлемы ,ценники правильные,мне все понравилось,спасибо",False,364609
"Краснодарский край, Сочи, микрорайон Бытха, улица Бытха, 30",Пятёрочка,5,Супермаркет,"Наша любимая пятерочка\nВсегда свежие товары. Продавцы которые помогут и подскажут. Отзывчивые. \nВсегда большой выбор товаров. Жаль сейчас стало меньше синергетика для стирки. Но это мелочи. \nВ общем, только положительные впечатления.",False,364786
"Краснодарский край, Сочи, микрорайон Бытха, улица Бытха, 30",Пятёрочка,4,Супермаркет,"Выбор товаров в принципе неплохой, но хотелось бы видеть больше безлактозной продукции помимо молока, в магазине чисто. Кроме касс самообслуживания практически всегда работает только одна касса. Удобное расположение и время работы.",False,364787
"Краснодарский край, Сочи, микрорайон Бытха, улица Бытха, 30",Пятёрочка,5,Супермаркет,Хороший магазин.большой выбор товара. Хороший отзывчивый персонал. В магазине чистота. Товар качественный и всегда свежий. Кассы удобные по расположению.,False,364788
"Краснодарский край, Анапа, улица Шевченко, 288Б, корп. 3",Пятёрочка,4,Супермаркет,"Всё вроде прекрасно,но ассортимент маловат.Молочная гастрономия всегда полупустая.Овощи на входе в малом количестве .Раньше было куда больше товаров и наполненности полок",False,364841
"Иркутск, улица Мира, 94",Пятёрочка,1,Супермаркет,"Совсем печально((( ассортимент маленький, полки полупустые, вечно дыры, даже не думают подтягивать товар вперёд,  приходиться доставать с зади у стенки то что есть... Кассир слишком много говорит, жизнь свою рассказывает, я думаю не каждому интересно слушать её. Не в первый раз слышал крики на матах в подсобке по выходным обычно. Я про магазин в Новоленино на филатовском, в остальных не был. Короче не оправдал ожидания конечно.",False,365588
"Иркутск, улица Мира, 94",Пятёрочка,5,Супермаркет,"Сеть хорошая, но не хватает касс самообслуживания, долго в очереди приходится стоять",False,365589
"Свердловская область, Екатеринбург, жилой район Вторчермет, Братская улица, 11",Пятёрочка,5,Супермаркет,"Отличный сетевой магазин. Просрочки не видел. А если видел, то она шла по какой- либо акции. Товар не задерживается.",False,365698
"Омск, улица Красный Путь, 135, корп. 1",Пятёрочка,5,Супермаркет,"Отличный магазин в шаговой доступности,а что ещё нужно что-бы было всё под рукой?! Тем более, что торговая сеть ""Пятёрочка"" держит высокую марку! Рекомендую!",False,365774
"Московская область, Раменский городской округ, деревня Нижнее Мячково, Сказочная улица, 3",Пятёрочка,5,Супермаркет,"Любимый магазин, удобная парковка, в магазине чисто и порядок, персонал вежливый, цены соответствуют на кассе. Ассортимент очень большой, рекомендую.",False,365788
"Москва, улица Бунинская Аллея, 7",Пятёрочка,5,Супермаркет,"Пятёрочка как Пятёрочка. Всё есть,обслуживание вежливое.Ближайший магазин к рядом стоящим жилым домам. Поэтому палочка-выручалочка купить быстро,что нужно.",False,365808
"Краснодар, Уральская улица, 152/5",Пятёрочка,1,Супермаркет,"Хочу ,чтобы покупатели обращали внимание на весовой товар.В чеке вес не соответствует весу на контрольных весах.И мне сказали на кассе ,что весы надо перепрограммировать.Это нормально?И это уже не первый раз ,и не первый день у них так весы работают.При каждом посещении проверяю товар на контрольных весах.И каждый раз неправильно...Прошу обратить внимание на это заведение и навести порядок.Осталось неприятное ощущение от этого магазина.....Да ещё и сдачу неправильно дали на приличную сумму .Пришлось ждать ,когда они там проверят по камере, сколько получил кассир денег.В чеке  не было строки о наличных(((",False,365830
"Московская область, городской округ Домодедово, деревня Котляково, 30",Пятёрочка,5,Супермаркет,"Очень часто приезжаем в эту « Пятерочку»  из деревни Новлянское. Очень удобное расположение магазина. Все хорошо в ней, только хотелось бы , чтобы продавали»Прессу», телепрограмму негде купить, жаль. ",False,365996
"Московская область, городской округ Пушкинский, рабочий посёлок Правдинский, Фабричная улица, 4",Пятёрочка,5,Супермаркет,"Большой выбор товаров, но товары невсегда свежие, особенно в овощном отделе. Чаще работает одна касса.",False,365998
"Кемеровская область, посёлок Карагайлинский, Рейдовая улица, 29",Пятёрочка,5,Супермаркет,Обустроенно. Цены такие как и везде. Кассиры не особо дружелюбны и добры,False,366022
"Тула, улица Максима Горького, 10Д",Пятёрочка,5,Супермаркет,"Нормальный магазин. Сеть старается держать все на приличном уровне. С парковкой стало сложнее, видимо из-за соседей. В выходные осложняется ещё блошиным рынком",False,366132
"Тула, улица Максима Горького, 10Д",Пятёрочка,5,Супермаркет,"Положительный отзыв. Персонал доброжелательный, ассортимент постоянно пополняется, скидки и акции всегда , на кассах конечно бывают очереди, но сразу открывают свободную кассу если в очереди больше 5-6 человек. Рекомендую!",False,366133
"Московская область, Ленинский городской округ, рабочий посёлок Горки Ленинские, 384П",Пятёрочка,5,Супермаркет,Хороший чистый магазин на удивление для меня! Товар аккуратно выложим на получив только прилавках почти все чисто! Рекомендую!,False,366178
"Московская область, Ленинский городской округ, рабочий посёлок Горки Ленинские, 384П",Пятёрочка,5,Супермаркет,"Хотела бы поблагодарить персонал магазина пятёрочка. Отдельное спасибо кассиру Анне. Магазине всегда очень чисто, всё стоит на своих местах, и соответствует ценникам, что не мало важно. Продавцы всегда вежливы, всегда рассказывают об акциях предлагая товар, что тоже очень важно для многих покупателей. Очень приятно приходить в этот магазин. Спасибо большое за таких добрых сотрудников. Процветания Вам и побольше Вам таких сотрудников.",False,366179
